rsi_peak,rsi_entry,rsi_exit,lookback,stop_loss,max_hold,max_entries,total_trades,win_rate,avg_return,total_return,long_trades,long_win_rate,long_total,short_trades,short_win_rate,short_total,stop_loss_count,expired_count
78,65,45,24,-20,42,1,44,86.36363636363636,3.406773834433501,149.89804871507403,23,95.65217391304348,126.18417567469666,21,76.19047619047619,23.7138730403773,1,10
78,65,45,24,-10,42,1,44,84.0909090909091,3.40624007145008,149.87456314380353,23,95.65217391304348,124.92128170403439,21,71.42857142857143,24.953281439769107,2,10
82,65,45,24,-10,42,2,38,86.8421052631579,3.9327827579385355,149.44574480166435,23,95.65217391304348,123.84538177192542,15,73.33333333333333,25.600363029738944,2,7
82,65,35,30,-15,90,3,40,95.0,3.715739135336425,148.629565413457,25,96.0,126.618184792487,15,93.33333333333333,22.01138062097004,1,1
82,65,35,30,-20,90,3,40,95.0,3.715739135336425,148.629565413457,25,96.0,126.618184792487,15,93.33333333333333,22.01138062097004,1,1
78,65,35,30,-15,90,3,43,93.02325581395348,3.4387850410420313,147.86775676480735,25,96.0,128.8073475979281,18,88.88888888888889,19.06040916687924,1,2
78,65,35,30,-20,90,3,43,93.02325581395348,3.4387850410420313,147.86775676480735,25,96.0,128.8073475979281,18,88.88888888888889,19.06040916687924,1,2
75,65,35,24,-15,90,5,43,93.02325581395348,3.433702088767395,147.649189816998,25,96.0,127.54445362726582,18,88.88888888888889,20.104736189732154,1,2
75,65,35,24,-20,90,5,43,93.02325581395348,3.433702088767395,147.649189816998,25,96.0,127.54445362726582,18,88.88888888888889,20.104736189732154,1,2
75,65,35,24,-15,90,3,43,93.02325581395348,3.433203121587458,147.6277342282607,25,96.0,128.8073475979281,18,88.88888888888889,18.820386630332578,1,2
75,65,35,24,-20,90,3,43,93.02325581395348,3.433203121587458,147.6277342282607,25,96.0,128.8073475979281,18,88.88888888888889,18.820386630332578,1,2
82,65,45,24,-15,42,2,37,86.48648648648648,3.9890475435499075,147.59475911134658,23,95.65217391304348,122.2731094307008,14,71.42857142857143,25.321649680645784,1,7
82,65,45,24,-20,42,2,37,86.48648648648648,3.9890475435499075,147.59475911134658,23,95.65217391304348,122.2731094307008,14,71.42857142857143,25.321649680645784,1,7
82,65,45,30,-15,42,4,40,87.5,3.68978854632525,147.59154185301,22,95.45454545454545,113.91100789618739,18,77.77777777777779,33.68053395682263,1,8
82,65,45,30,-15,42,5,40,87.5,3.68978854632525,147.59154185301,22,95.45454545454545,113.91100789618739,18,77.77777777777779,33.68053395682263,1,8
82,65,45,30,-20,42,4,40,87.5,3.68978854632525,147.59154185301,22,95.45454545454545,113.91100789618739,18,77.77777777777779,33.68053395682263,1,8
82,65,45,30,-20,42,5,40,87.5,3.68978854632525,147.59154185301,22,95.45454545454545,113.91100789618739,18,77.77777777777779,33.68053395682263,1,8
82,65,35,42,-15,90,3,42,92.85714285714286,3.512287438250562,147.51607240652362,24,95.83333333333334,127.50688806505232,18,88.88888888888889,20.009184341471286,1,2
82,65,35,42,-20,90,3,42,92.85714285714286,3.512287438250562,147.51607240652362,24,95.83333333333334,127.50688806505232,18,88.88888888888889,20.009184341471286,1,2
75,65,35,30,-15,90,5,43,93.02325581395348,3.4248581542322527,147.26890063198687,25,96.0,127.54445362726582,18,88.88888888888889,19.724447004721004,1,2
75,65,35,30,-20,90,5,43,93.02325581395348,3.4248581542322527,147.26890063198687,25,96.0,127.54445362726582,18,88.88888888888889,19.724447004721004,1,2
75,65,35,30,-15,90,3,43,93.02325581395348,3.424359187052315,147.24744504324954,25,96.0,128.8073475979281,18,88.88888888888889,18.440097445321427,1,2
75,65,35,30,-20,90,3,43,93.02325581395348,3.424359187052315,147.24744504324954,25,96.0,128.8073475979281,18,88.88888888888889,18.440097445321427,1,2
82,65,35,24,-15,90,4,37,94.5945945945946,3.9781761867990326,147.1925189115642,25,96.0,126.618184792487,12,91.66666666666666,20.574334119077264,1,1
82,65,35,24,-15,90,5,37,94.5945945945946,3.9781761867990326,147.1925189115642,25,96.0,126.618184792487,12,91.66666666666666,20.574334119077264,1,1
82,65,35,24,-20,90,4,37,94.5945945945946,3.9781761867990326,147.1925189115642,25,96.0,126.618184792487,12,91.66666666666666,20.574334119077264,1,1
82,65,35,24,-20,90,5,37,94.5945945945946,3.9781761867990326,147.1925189115642,25,96.0,126.618184792487,12,91.66666666666666,20.574334119077264,1,1
78,65,35,30,-15,90,5,43,93.02325581395348,3.4174779331764285,146.95155112658642,25,96.0,127.54445362726582,18,88.88888888888889,19.407097499320592,1,2
78,65,35,30,-20,90,5,43,93.02325581395348,3.4174779331764285,146.95155112658642,25,96.0,127.54445362726582,18,88.88888888888889,19.407097499320592,1,2
75,65,35,24,-15,90,4,43,93.02325581395348,3.4122906856037423,146.72849948096092,25,96.0,127.54445362726582,18,88.88888888888889,19.184045853695043,1,2
75,65,35,24,-20,90,4,43,93.02325581395348,3.4122906856037423,146.72849948096092,25,96.0,127.54445362726582,18,88.88888888888889,19.184045853695043,1,2
78,65,35,42,-15,90,2,45,93.33333333333333,3.2551533833344948,146.48190225005226,25,96.0,128.8073475979281,20,90.0,17.674554652124094,1,2
78,65,35,42,-20,90,2,45,93.33333333333333,3.2551533833344948,146.48190225005226,25,96.0,128.8073475979281,20,90.0,17.674554652124094,1,2
75,65,35,42,-15,90,2,45,93.33333333333333,3.2542480471568904,146.44116212206006,25,96.0,128.8073475979281,20,90.0,17.633814524131893,1,2
75,65,35,42,-20,90,2,45,93.33333333333333,3.2542480471568904,146.44116212206006,25,96.0,128.8073475979281,20,90.0,17.633814524131893,1,2
82,65,45,30,-10,42,4,41,87.8048780487805,3.570230295866803,146.37944213053893,22,95.45454545454545,115.483280237412,19,78.94736842105263,30.896161893126973,2,8
82,65,45,30,-10,42,5,41,87.8048780487805,3.570230295866803,146.37944213053893,22,95.45454545454545,115.483280237412,19,78.94736842105263,30.896161893126973,2,8
78,65,45,24,-15,60,5,52,82.6923076923077,2.8144596891754046,146.35190383712103,23,95.65217391304348,107.34993083988783,29,72.41379310344827,39.00197299723324,1,9
78,65,45,24,-20,60,5,52,82.6923076923077,2.8144596891754046,146.35190383712103,23,95.65217391304348,107.34993083988783,29,72.41379310344827,39.00197299723324,1,9
75,65,35,30,-15,90,4,43,93.02325581395348,3.4034467510685995,146.34821029594977,25,96.0,127.54445362726582,18,88.88888888888889,18.803756668683892,1,2
75,65,35,30,-20,90,4,43,93.02325581395348,3.4034467510685995,146.34821029594977,25,96.0,127.54445362726582,18,88.88888888888889,18.803756668683892,1,2
78,65,35,30,-15,90,4,43,93.02325581395348,3.400189155730827,146.20813369642556,25,96.0,127.54445362726582,18,88.88888888888889,18.663680069159717,1,2
78,65,35,30,-20,90,4,43,93.02325581395348,3.400189155730827,146.20813369642556,25,96.0,127.54445362726582,18,88.88888888888889,18.663680069159717,1,2
82,65,45,30,-15,42,3,40,87.5,3.6546498552646627,146.1859942105865,22,95.45454545454545,113.91100789618739,18,77.77777777777779,32.27498631439913,1,8
82,65,45,30,-20,42,3,40,87.5,3.6546498552646627,146.1859942105865,22,95.45454545454545,113.91100789618739,18,77.77777777777779,32.27498631439913,1,8
82,65,45,30,-10,42,3,41,87.8048780487805,3.561847420010225,146.03574422041922,22,95.45454545454545,115.483280237412,19,78.94736842105263,30.552463983007243,2,8
82,65,35,30,-15,90,4,40,95.0,3.6501472014636214,146.00588805854485,25,96.0,125.3552908218247,15,93.33333333333333,20.65059723672015,1,1
82,65,35,30,-15,90,5,40,95.0,3.6501472014636214,146.00588805854485,25,96.0,125.3552908218247,15,93.33333333333333,20.65059723672015,1,1
82,65,35,30,-20,90,4,40,95.0,3.6501472014636214,146.00588805854485,25,96.0,125.3552908218247,15,93.33333333333333,20.65059723672015,1,1
82,65,35,30,-20,90,5,40,95.0,3.6501472014636214,146.00588805854485,25,96.0,125.3552908218247,15,93.33333333333333,20.65059723672015,1,1
78,65,35,42,-15,60,5,47,89.36170212765957,3.1016892571885397,145.77939508786136,25,96.0,126.99462908373283,22,81.81818181818183,18.78476600412858,1,6
78,65,35,42,-20,60,5,47,89.36170212765957,3.1016892571885397,145.77939508786136,25,96.0,126.99462908373283,22,81.81818181818183,18.78476600412858,1,6
75,65,35,42,-15,60,5,47,89.36170212765957,3.100822445954663,145.73865495986917,25,96.0,126.99462908373283,22,81.81818181818183,18.74402587613638,1,6
75,65,35,42,-20,60,5,47,89.36170212765957,3.100822445954663,145.73865495986917,25,96.0,126.99462908373283,22,81.81818181818183,18.74402587613638,1,6
82,65,35,24,-15,90,3,37,94.5945945945946,3.9371041350925933,145.67285299842595,25,96.0,126.618184792487,12,91.66666666666666,19.054668205939002,1,1
82,65,35,24,-20,90,3,37,94.5945945945946,3.9371041350925933,145.67285299842595,25,96.0,126.618184792487,12,91.66666666666666,19.054668205939002,1,1
82,65,35,42,-15,90,5,42,92.85714285714286,3.467519344804103,145.63581248177232,24,95.83333333333334,126.24399409439005,18,88.88888888888889,19.39181838738227,1,2
82,65,35,42,-20,90,5,42,92.85714285714286,3.467519344804103,145.63581248177232,24,95.83333333333334,126.24399409439005,18,88.88888888888889,19.39181838738227,1,2
82,65,35,30,-15,90,2,40,95.0,3.6261785182802777,145.0471407312111,25,96.0,126.618184792487,15,93.33333333333333,18.428955938724123,1,1
82,65,35,30,-20,90,2,40,95.0,3.6261785182802777,145.0471407312111,25,96.0,126.618184792487,15,93.33333333333333,18.428955938724123,1,1
78,65,35,42,-15,60,4,47,89.36170212765957,3.0853468638796446,145.0113026023433,25,96.0,126.99462908373283,22,81.81818181818183,18.01667351861055,1,6
78,65,35,42,-20,60,4,47,89.36170212765957,3.0853468638796446,145.0113026023433,25,96.0,126.99462908373283,22,81.81818181818183,18.01667351861055,1,6
75,65,35,42,-15,60,4,47,89.36170212765957,3.0844800526457683,144.9705624743511,25,96.0,126.99462908373283,22,81.81818181818183,17.975933390618348,1,6
75,65,35,42,-20,60,4,47,89.36170212765957,3.0844800526457683,144.9705624743511,25,96.0,126.99462908373283,22,81.81818181818183,17.975933390618348,1,6
82,65,35,42,-15,90,4,42,92.85714285714286,3.449818929800272,144.89239505161143,24,95.83333333333334,126.24399409439005,18,88.88888888888889,18.648400957221394,1,2
82,65,35,42,-20,90,4,42,92.85714285714286,3.449818929800272,144.89239505161143,24,95.83333333333334,126.24399409439005,18,88.88888888888889,18.648400957221394,1,2
82,65,45,30,-10,42,2,41,85.36585365853658,3.5278136279083054,144.64035874424053,22,95.45454545454545,115.483280237412,19,73.68421052631578,29.157078506828565,2,8
78,65,35,42,-10,90,5,46,91.30434782608695,3.1388842987658547,144.38867774322932,25,96.0,127.54445362726582,21,85.71428571428571,16.844224115963513,2,2
82,65,45,24,-10,42,1,38,84.21052631578947,3.79881493359073,144.35496747644774,23,95.65217391304348,123.84538177192542,15,66.66666666666666,20.50958570452234,2,7
75,65,35,42,-10,90,5,46,91.30434782608695,3.1379986438095027,144.34793761523713,25,96.0,127.54445362726582,21,85.71428571428571,16.803483987971312,2,2
78,65,35,24,-15,90,3,41,92.6829268292683,3.518170335876731,144.24498377094596,25,96.0,126.618184792487,16,87.5,17.626798978458986,1,2
78,65,35,24,-20,90,3,41,92.6829268292683,3.518170335876731,144.24498377094596,25,96.0,126.618184792487,16,87.5,17.626798978458986,1,2
78,65,35,24,-15,90,5,41,92.6829268292683,3.5163461235148166,144.17019106410748,25,96.0,125.3552908218247,16,87.5,18.814900242282775,1,2
78,65,35,24,-20,90,5,41,92.6829268292683,3.5163461235148166,144.17019106410748,25,96.0,125.3552908218247,16,87.5,18.814900242282775,1,2
82,65,35,42,-15,90,2,42,92.85714285714286,3.4269916124828024,143.9336477242777,24,95.83333333333334,127.50688806505232,18,88.88888888888889,16.426759659225368,1,2
82,65,35,42,-20,90,2,42,92.85714285714286,3.4269916124828024,143.9336477242777,24,95.83333333333334,127.50688806505232,18,88.88888888888889,16.426759659225368,1,2
78,65,45,24,-15,60,4,52,82.6923076923077,2.7647863547917044,143.76889044916862,23,95.65217391304348,107.34993083988783,29,72.41379310344827,36.418959609280805,1,9
78,65,45,24,-20,60,4,52,82.6923076923077,2.7647863547917044,143.76889044916862,23,95.65217391304348,107.34993083988783,29,72.41379310344827,36.418959609280805,1,9
75,65,35,24,-15,60,5,46,89.13043478260869,3.1220038798507597,143.61217847313495,25,96.0,126.99462908373283,21,80.95238095238095,16.617549389402196,1,6
75,65,35,24,-20,60,5,46,89.13043478260869,3.1220038798507597,143.61217847313495,25,96.0,126.99462908373283,21,80.95238095238095,16.617549389402196,1,6
75,65,35,30,-15,60,5,46,89.13043478260869,3.1211182248944076,143.57143834514275,25,96.0,126.99462908373283,21,80.95238095238095,16.576809261409995,1,6
75,65,35,30,-20,60,5,46,89.13043478260869,3.1211182248944076,143.57143834514275,25,96.0,126.99462908373283,21,80.95238095238095,16.576809261409995,1,6
78,65,35,42,-10,90,4,46,91.30434782608695,3.1175070083775727,143.40532238536835,25,96.0,127.54445362726582,21,85.71428571428571,15.860868758102496,2,2
75,65,35,42,-10,90,4,46,91.30434782608695,3.1166213534212206,143.36458225737616,25,96.0,127.54445362726582,21,85.71428571428571,15.820128630110295,2,2
75,65,35,24,-15,60,4,46,89.13043478260869,3.105306217122107,142.84408598761692,25,96.0,126.99462908373283,21,80.95238095238095,15.849456903884164,1,6
75,65,35,24,-20,60,4,46,89.13043478260869,3.105306217122107,142.84408598761692,25,96.0,126.99462908373283,21,80.95238095238095,15.849456903884164,1,6
75,65,35,30,-15,60,4,46,89.13043478260869,3.104420562165755,142.80334585962473,25,96.0,126.99462908373283,21,80.95238095238095,15.808716775891963,1,6
75,65,35,30,-20,60,4,46,89.13043478260869,3.104420562165755,142.80334585962473,25,96.0,126.99462908373283,21,80.95238095238095,15.808716775891963,1,6
82,65,45,30,-15,42,2,40,85.0,3.569734326348069,142.78937305392276,22,95.45454545454545,113.91100789618739,18,72.22222222222221,28.878365157735406,1,8
82,65,45,30,-20,42,2,40,85.0,3.569734326348069,142.78937305392276,22,95.45454545454545,113.91100789618739,18,72.22222222222221,28.878365157735406,1,8
78,65,35,24,-15,90,4,41,92.6829268292683,3.482603390252497,142.78673900035238,25,96.0,125.3552908218247,16,87.5,17.431448178527674,1,2
78,65,35,24,-20,90,4,41,92.6829268292683,3.482603390252497,142.78673900035238,25,96.0,125.3552908218247,16,87.5,17.431448178527674,1,2
75,65,35,24,-15,90,2,43,93.02325581395348,3.3119496685008887,142.41383574553822,25,96.0,128.8073475979281,18,88.88888888888889,13.606488147610072,1,2
75,65,35,24,-20,90,2,43,93.02325581395348,3.3119496685008887,142.41383574553822,25,96.0,128.8073475979281,18,88.88888888888889,13.606488147610072,1,2
78,65,35,30,-15,60,5,46,89.13043478260869,3.091615601683162,142.21431767742544,25,96.0,126.99462908373283,21,80.95238095238095,15.21968859369268,1,6
78,65,35,30,-20,60,5,46,89.13043478260869,3.091615601683162,142.21431767742544,25,96.0,126.99462908373283,21,80.95238095238095,15.21968859369268,1,6
82,65,35,24,-15,90,2,37,94.5945945945946,3.840281846383245,142.09042831618007,25,96.0,126.618184792487,12,91.66666666666666,15.472243523693084,1,1
82,65,35,24,-20,90,2,37,94.5945945945946,3.840281846383245,142.09042831618007,25,96.0,126.618184792487,12,91.66666666666666,15.472243523693084,1,1
78,65,35,30,-15,90,2,43,93.02325581395348,3.3040531788027736,142.07428668851927,25,96.0,128.8073475979281,18,88.88888888888889,13.266939090591123,1,2
78,65,35,30,-20,90,2,43,93.02325581395348,3.3040531788027736,142.07428668851927,25,96.0,128.8073475979281,18,88.88888888888889,13.266939090591123,1,2
75,65,35,30,-15,90,2,43,93.02325581395348,3.303105733965746,142.03354656052707,25,96.0,128.8073475979281,18,88.88888888888889,13.226198962598922,1,2
75,65,35,30,-20,90,2,43,93.02325581395348,3.303105733965746,142.03354656052707,25,96.0,128.8073475979281,18,88.88888888888889,13.226198962598922,1,2
78,65,35,42,-15,60,3,47,89.36170212765957,3.018368322057216,141.86331113668916,25,96.0,126.99462908373283,22,81.81818181818183,14.868682052956338,1,6
78,65,35,42,-20,60,3,47,89.36170212765957,3.018368322057216,141.86331113668916,25,96.0,126.99462908373283,22,81.81818181818183,14.868682052956338,1,6
75,65,35,42,-15,60,3,47,89.36170212765957,3.0175015108233385,141.8225710086969,25,96.0,126.99462908373283,22,81.81818181818183,14.827941924964136,1,6
75,65,35,42,-20,60,3,47,89.36170212765957,3.0175015108233385,141.8225710086969,25,96.0,126.99462908373283,22,81.81818181818183,14.827941924964136,1,6
78,65,35,42,-10,60,5,48,89.58333333333334,2.9529514215859405,141.74166823612515,25,96.0,126.99462908373283,23,82.6086956521739,14.747039152392386,2,5
78,65,45,24,-10,60,5,53,83.01886792452831,2.674105543716536,141.72759381697642,23,95.65217391304348,108.61282481055011,30,73.33333333333333,33.11476900642635,3,7
82,65,35,42,-15,60,5,43,88.37209302325581,3.295981219421398,141.72719243512012,25,96.0,126.99462908373283,18,77.77777777777779,14.732563351387324,1,6
82,65,35,42,-20,60,5,43,88.37209302325581,3.295981219421398,141.72719243512012,25,96.0,126.99462908373283,18,77.77777777777779,14.732563351387324,1,6
75,65,35,42,-10,60,5,48,89.58333333333334,2.9521026689194367,141.70092810813296,25,96.0,126.99462908373283,23,82.6086956521739,14.706299024400185,2,5
75,68,45,42,-15,42,5,35,94.28571428571428,4.045378496655325,141.58824738293637,23,95.65217391304348,124.08508316513107,12,91.66666666666666,17.503164217805278,1,4
75,68,45,42,-20,42,5,35,94.28571428571428,4.045378496655325,141.58824738293637,23,95.65217391304348,124.08508316513107,12,91.66666666666666,17.503164217805278,1,4
78,68,45,42,-15,42,5,35,94.28571428571428,4.045378496655325,141.58824738293637,23,95.65217391304348,124.08508316513107,12,91.66666666666666,17.503164217805278,1,4
78,68,45,42,-20,42,5,35,94.28571428571428,4.045378496655325,141.58824738293637,23,95.65217391304348,124.08508316513107,12,91.66666666666666,17.503164217805278,1,4
78,65,35,30,-15,60,4,46,89.13043478260869,3.074917938954509,141.44622519190742,25,96.0,126.99462908373283,21,80.95238095238095,14.451596108174648,1,6
78,65,35,30,-20,60,4,46,89.13043478260869,3.074917938954509,141.44622519190742,25,96.0,126.99462908373283,21,80.95238095238095,14.451596108174648,1,6
82,65,35,42,-15,60,4,43,88.37209302325581,3.278118603479117,140.95909994960203,25,96.0,126.99462908373283,18,77.77777777777779,13.964470865869288,1,6
82,65,35,42,-20,60,4,43,88.37209302325581,3.278118603479117,140.95909994960203,25,96.0,126.99462908373283,18,77.77777777777779,13.964470865869288,1,6
78,65,35,42,-10,60,4,48,89.58333333333334,2.9361580371695912,140.9355857841404,25,96.0,126.99462908373283,23,82.6086956521739,13.940956700407604,2,5
75,65,35,42,-10,60,4,48,89.58333333333334,2.9353092845030875,140.8948456561482,25,96.0,126.99462908373283,23,82.6086956521739,13.900216572415403,2,5
75,65,35,24,-10,90,5,44,90.9090909090909,3.1891048008798943,140.32061123871534,25,96.0,127.54445362726582,19,84.21052631578947,12.776157611449491,2,2
78,65,45,24,-15,60,3,52,82.6923076923077,2.6933976147279064,140.05667596585113,23,95.65217391304348,107.34993083988783,29,72.41379310344827,32.706745125963295,1,9
78,65,45,24,-20,60,3,52,82.6923076923077,2.6933976147279064,140.05667596585113,23,95.65217391304348,107.34993083988783,29,72.41379310344827,32.706745125963295,1,9
85,65,35,30,-15,90,3,37,94.5945945945946,3.784751532132733,140.03580668891112,25,96.0,126.618184792487,12,91.66666666666666,13.417621896424148,1,1
85,65,35,30,-20,90,3,37,94.5945945945946,3.784751532132733,140.03580668891112,25,96.0,126.618184792487,12,91.66666666666666,13.417621896424148,1,1
75,68,45,42,-15,42,4,35,94.28571428571428,4.000002269288852,140.00007942510982,23,95.65217391304348,124.08508316513107,12,91.66666666666666,15.91499625997871,1,4
75,68,45,42,-20,42,4,35,94.28571428571428,4.000002269288852,140.00007942510982,23,95.65217391304348,124.08508316513107,12,91.66666666666666,15.91499625997871,1,4
78,68,45,42,-15,42,4,35,94.28571428571428,4.000002269288852,140.00007942510982,23,95.65217391304348,124.08508316513107,12,91.66666666666666,15.91499625997871,1,4
78,68,45,42,-20,42,4,35,94.28571428571428,4.000002269288852,140.00007942510982,23,95.65217391304348,124.08508316513107,12,91.66666666666666,15.91499625997871,1,4
75,65,35,30,-10,90,5,44,90.9090909090909,3.180461864856913,139.94032205370416,25,96.0,127.54445362726582,19,84.21052631578947,12.395868426438337,2,2
78,65,35,42,-10,90,3,46,91.30434782608695,3.04145028490229,139.90671310550533,25,96.0,127.54445362726582,21,85.71428571428571,12.362259478239482,2,2
75,65,35,42,-10,90,3,46,91.30434782608695,3.040564629945938,139.86597297751314,25,96.0,127.54445362726582,21,85.71428571428571,12.32151935024728,2,2
82,65,45,30,-10,42,1,41,82.92682926829268,3.408675917821152,139.75571263066723,22,95.45454545454545,115.483280237412,19,68.42105263157895,24.272432393255286,2,8
75,65,35,24,-15,60,3,46,89.13043478260869,3.036871620042668,139.69609452196272,25,96.0,126.99462908373283,21,80.95238095238095,12.701465438229956,1,6
75,65,35,24,-20,60,3,46,89.13043478260869,3.036871620042668,139.69609452196272,25,96.0,126.99462908373283,21,80.95238095238095,12.701465438229956,1,6
75,65,35,30,-15,60,3,46,89.13043478260869,3.035985965086316,139.65535439397053,25,96.0,126.99462908373283,21,80.95238095238095,12.660725310237755,1,6
75,65,35,30,-20,60,3,46,89.13043478260869,3.035985965086316,139.65535439397053,25,96.0,126.99462908373283,21,80.95238095238095,12.660725310237755,1,6
78,65,35,30,-10,90,5,44,90.9090909090909,3.1732493760978127,139.62297254830375,25,96.0,127.54445362726582,19,84.21052631578947,12.078518921037928,2,2
75,65,35,24,-10,60,5,47,89.36170212765957,2.969669183434016,139.57445162139877,25,96.0,126.99462908373283,22,81.81818181818183,12.579822537666,2,5
75,65,35,30,-10,60,5,47,89.36170212765957,2.9688023722001398,139.53371149340657,25,96.0,126.99462908373283,22,81.81818181818183,12.539082409673796,2,5
78,65,45,24,-10,60,4,53,83.01886792452831,2.6318045200615954,139.48563956326456,23,95.65217391304348,108.61282481055011,30,73.33333333333333,30.872814752714483,3,7
